col_0;col_1;Nivå 1 kode;col_3;Nivå 2 kode;col_5;Nivå 3 kode;Nivå2_kode;Navn;Trinn;Sammensatt_kode;Verdi;Type;RS;Nivå 2 kode ny;Tags
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;BÅ;5KU-AR-BÅ;Båtstø;0;5KU-AR-BÅ_0;Ikke til stede;B/T1;2;5KU-AR-BÅ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;BÅ;5KU-AR-BÅ;Båtstø;1;5KU-AR-BÅ_1;Til stede;B/T1;2;5KU-AR-BÅ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;DA;5KU-AR-DA;Dam/demning;0;5KU-AR-DA_0;Ikke til stede;B/T1;6;5KU-AR-DA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;DA;5KU-AR-DA;Dam/demning;1;5KU-AR-DA_1;Til stede;B/T1;6;5KU-AR-DA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;DE;5KU-AR-DE;Delerøys;0;5KU-AR-DE_0;Ikke til stede;B/T1;2;5KU-AR-DE;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;DE;5KU-AR-DE;Delerøys;1;5KU-AR-DE_1;Til stede;B/T1;2;5KU-AR-DE;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;FA;5KU-AR-FA;Fangstgrav;0;5KU-AR-FA_0;Ikke til stede;B/T1;1;5KU-AR-FA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;FA;5KU-AR-FA;Fangstgrav;1;5KU-AR-FA_1;Til stede;B/T1;1;5KU-AR-FA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;FX;5KU-AR-FX;Fangstinnretning (annen enn fangsgrav) og fangstinnretning for fisk;0;5KU-AR-FX_0;Ikke til stede;B/T1;2;5KU-AR-FX;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;FX;5KU-AR-FX;Fangstinnretning (annen enn fangsgrav) og fangstinnretning for fisk;1;5KU-AR-FX_1;Til stede;B/T1;2;5KU-AR-FX;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GA;5KU-AR-GA;Gamme/Gammetuft;0;5KU-AR-GA_0;Ikke til stede;B/T1;1;5KU-AR-GA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GA;5KU-AR-GA;Gamme/Gammetuft;1;5KU-AR-GA_1;Til stede;B/T1;1;5KU-AR-GA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GP;5KU-AR-GP;Gravplass;0;5KU-AR-GP_0;Ikke til stede;B/T1;3;5KU-AR-GP;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GP;5KU-AR-GP;Gravplass;1;5KU-AR-GP_1;Til stede;B/T1;3;5KU-AR-GP;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GR;5KU-AR-GR;Grenserøys/grensestein;0;5KU-AR-GR_0;Ikke til stede;B/T1;0;5KU-AR-GR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GR;5KU-AR-GR;Grenserøys/grensestein;1;5KU-AR-GR_1;Til stede;B/T1;0;5KU-AR-GR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GU;5KU-AR-GU;Gruve, alle typer;0;5KU-AR-GU_0;Ikke til stede;B/T1;4;5KU-AR-GU;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GU;5KU-AR-GU;Gruve, alle typer;1;5KU-AR-GU_1;Til stede;B/T1;4;5KU-AR-GU;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GÅ;5KU-AR-GÅ;Gårdshaug;0;5KU-AR-GÅ_0;Ikke til stede;B/T1;3;5KU-AR-GÅ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;GÅ;5KU-AR-GÅ;Gårdshaug;1;5KU-AR-GÅ_1;Til stede;B/T1;3;5KU-AR-GÅ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;HT;5KU-AR-HT;Hustuft;0;5KU-AR-HT_0;Ikke til stede;B/T1;4;5KU-AR-HT;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;HT;5KU-AR-HT;Hustuft;1;5KU-AR-HT_1;Til stede;B/T1;4;5KU-AR-HT;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;HV;5KU-AR-HV;Hulveg;0;5KU-AR-HV_0;Ikke til stede;B/T1;2;5KU-AR-HV;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;HV;5KU-AR-HV;Hulveg;1;5KU-AR-HV_1;Til stede;B/T1;2;5KU-AR-HV;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KA;5KU-AR-KA;Kai/brygge;0;5KU-AR-KA_0;Ikke til stede;B/T1;4;5KU-AR-KA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KA;5KU-AR-KA;Kai/brygge;1;5KU-AR-KA_1;Til stede;B/T1;4;5KU-AR-KA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KN;5KU-AR-KN;Kanal;0;5KU-AR-KN_0;Ikke til stede;B/T1;3;5KU-AR-KN;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KN;5KU-AR-KN;Kanal;1;5KU-AR-KN_1;Til stede;B/T1;3;5KU-AR-KN;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KO;5KU-AR-KO;Kalkovn;0;5KU-AR-KO_0;Ikke til stede;B/T1;2;5KU-AR-KO;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KO;5KU-AR-KO;Kalkovn;1;5KU-AR-KO_1;Til stede;B/T1;2;5KU-AR-KO;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KU;5KU-AR-KU;Kullmile;0;5KU-AR-KU_0;Ikke til stede;B/T1;1;5KU-AR-KU;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;KU;5KU-AR-KU;Kullmile;1;5KU-AR-KU_1;Til stede;B/T1;1;5KU-AR-KU;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;LG;5KU-AR-LG;Ledegjerde;0;5KU-AR-LG_0;Ikke til stede;B/T1;2;5KU-AR-LG;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;LG;5KU-AR-LG;Ledegjerde;1;5KU-AR-LG_1;Til stede;B/T1;2;5KU-AR-LG;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MA;5KU-AR-MA;Malmlager;0;5KU-AR-MA_0;Ikke til stede;B/T1;3;5KU-AR-MA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MA;5KU-AR-MA;Malmlager;1;5KU-AR-MA_1;Til stede;B/T1;3;5KU-AR-MA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;ML;5KU-AR-ML;Molo;0;5KU-AR-ML_0;Ikke til stede;B/T1;4;5KU-AR-ML;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;ML;5KU-AR-ML;Molo;1;5KU_AR_1;Til stede;B/T1;4;5KU_AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MM;5KU-AR-MM;Monument/minnesmerke;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MM;5KU-AR-MM;Monument/minnesmerke;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MO;5KU-AR-MO;Masovn;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MO;5KU-AR-MO;Masovn;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MØ;5KU-AR-MØ;Mølleruin/kvernstein;0;5KU-AR_0;Ikke til stede;B/T1;1;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;MØ;5KU-AR-MØ;Mølleruin/kvernstein;1;5KU-AR_1;Til stede;B/T1;1;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;NB;5KU-AR-NB;Naust/båthus;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;NB;5KU-AR-NB;Naust/båthus;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;NT;5KU-AR-NT;Nausttuft;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;NT;5KU-AR-NT;Nausttuft;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;OV;5KU-AR-OV;Ovn;0;5KU-AR_0;Ikke til stede;B/T1;1;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;OV;5KU-AR-OV;Ovn;1;5KU-AR_1;Til stede;B/T1;1;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;PO;5KU-AR-PO;Port/portal;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;PO;5KU-AR-PO;Port/portal;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RE;5KU-AR-RE;Rettersted;0;5KU-AR_0;Ikke til stede;B/T1;3;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RE;5KU-AR-RE;Rettersted;1;5KU-AR_1;Til stede;B/T1;3;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RI;5KU-AR-RI;Rideveg;0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RI;5KU-AR-RI;Rideveg;1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RS;5KU-AR-RS;Ristning;0;5KU-AR_0;Ikke til stede;B/T1;0;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RS;5KU-AR-RS;Ristning;1;5KU-AR_1;Til stede;B/T1;0;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RU;5KU-AR-RU;Ruin (bygningsrest);0;5KU-AR_0;Ikke til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RU;5KU-AR-RU;Ruin (bygningsrest);1;5KU-AR_1;Til stede;B/T1;2;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RY;5KU-AR-RY;Rydningsrøys;0;5KU-AR_0;Ikke til stede;B/T1;1;5KU-AR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RY;5KU-AR-RY;Rydningsrøys;1;5KU-AR-RY_1;Til stede;B/T1;1;5KU-AR-RY;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RØ;5KU-AR-RØ;Røsteplass;0;5KU-AR-RØ_0;Ikke til stede;B/T1;2;5KU-AR-RØ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;RØ;5KU-AR-RØ;Røsteplass;1;5KU-AR-RØ_1;Til stede;B/T1;2;5KU-AR-RØ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SA;5KU-AR-SA;Sagtuft/ruin;0;5KU-AR-SA_0;Ikke til stede;B/T1;3;5KU-AR-SA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SA;5KU-AR-SA;Sagtuft/ruin;1;5KU-AR-SA_1;Til stede;B/T1;3;5KU-AR-SA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SB;5KU-AR-SB;Steinbu;0;5KU-AR-SB_0;Ikke til stede;B/T1;1;5KU-AR-SB;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SB;5KU-AR-SB;Steinbu;1;5KU-AR-SB_1;Til stede;B/T1;1;5KU-AR-SB;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SE;5KU-AR-SE;Seilingsmerke;0;5KU-AR-SE_0;Ikke til stede;B/T1;1;5KU-AR-SE;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SE;5KU-AR-SE;Seilingsmerke;1;5KU-AR-SE_1;Til stede;B/T1;1;5KU-AR-SE;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SG;5KU-AR-SG;Steingard/steingjerde;0;5KU-AR-SG_0;Ikke til stede;B/T1;0;5KU-AR-SG;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SG;5KU-AR-SG;Steingard/steingjerde;1;5KU-AR-SG_1;Til stede;B/T1;0;5KU-AR-SG;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SJ;5KU-AR-SJ;Skjerp;0;5KU-AR-SJ_0;Ikke til stede;B/T1;0;5KU-AR-SJ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;SJ;5KU-AR-SJ;Skjerp;1;5KU-AR-SJ_1;Til stede;B/T1;0;5KU-AR-SJ;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;VR;5KU-AR-VR;Varde;0;5KU-AR-VR_0;Ikke til stede;B/T1;1;5KU-AR-VR;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;VR;5KU-AR-VR;Varde;1;5KU-AR-VR_1;Til stede;B/T1;1;5XG_X;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;VV;5KU-AR-VV;Veg/vegfar;0;5KU-AR-VV_0;Ikke til stede;B/T1;2;5KU-AR-VV;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;AR;Arkeologisk minne;VV;5KU-AR-VV;Veg/vegfar;1;5KU-AR-VV_1;Til stede;B/T1;2;5KU-AR-VV;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;BE;Bergkunst;;5KU-BE;;0;5KU-BE-_0;Ikke til stede;B/T1;3;5KU-BE-;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;BE;Bergkunst;;5KU-BE;;1;5KU-BE_1;Registrert;B/T1;3;5KU-BE;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;BY;Bygning (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-BY;;0;5KU-BY_0;Ikke til stede;B/T1;3;5KU-BY;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;BY;Bygning (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-BY;;1;5KU-BY_1;Registrert;B/T1;3;5KU-BY;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;FA;Fartøy (omfatter hensatte fartøyer, bilvrak etc., på land);;5KU-FA;;0;5KU-FA_0;Ikke til stede;B/T1;2;5KU-FA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;FA;Fartøy (omfatter hensatte fartøyer, bilvrak etc., på land);;5KU-FA;;1;5KU-FA_1;Registrert;B/T1;2;5KU-FA;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;KI;Kirke (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-KI;;0;5KU-KI_0;Ikke til stede;B/T1;5;5KU-KI;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;KI;Kirke (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-KI;;1;5KU-KI_1;Registrert;B/T1;5;5KU-KI;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;0;Kulturminner -  kategorisert;AR;5KU-KU-0;Arkeologisk minne;;5KU-KU-0_AR;Til stede;;;5KU-KU-0;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;0;Kulturminner -  kategorisert;BE;5KU-KU-0;Bergkunst;;5KU-KU-0_BE;Til stede;;;5KU-KU-0;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;0;Kulturminner -  kategorisert;BY;5KU-KU-0;Bygning (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-KU-0_BY;Til stede;;;5KU-KU-0;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;0;Kulturminner -  kategorisert;FA;5KU-KU-0;Fartøy (omfatter hensatte fartøyer, bilvrak etc., på land);;5KU-KU-0_FA;Til stede;;;5KU-KU-0;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;0;Kulturminner -  kategorisert;KI;5KU-KU-0;Kirke (som er registrert i, eller tilfredsstiller krav til registrering i, SEFRAK);;5KU-KU-0_KI;Til stede;;;5KU-KU-0;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;KV;Kulturminne under vann (inkl. skipsvrak etc.);;5KU-KV;;0;5KU-KV_0;Ikke til stede;B/T1;4;5KU-KV;Trinn
5;Menneskeskapte objekter;KU;Kulturminner;KV;Kulturminne under vann (inkl. skipsvrak etc.);;5KU-KV;;1;5KU-KV_1;Registrert;B/T1;4;5KU-KV;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;X;;;5XG_X;;;5XG_X;ikke registerert;;;5XG_X;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;SM;Små objekter;;5XG-SM;0;0;5XG-SM_0;0;B/A8/T;2;5XG-SM;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;SM;Små objekter;;5XG-SM;0 – 1/16;1;5XG-SM_1;0 – 1/16;B/A8/T;2;5XG-SM;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;SM;Små objekter;;5XG-SM;1/16 - 1/2;2;5XG-SM_2;1/16 - 1/2;B/A8/T;2;5XG-SM;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;SM;Små objekter;;5XG-SM;>1/2;3;5XG-SM_3;>1/2;B/A8/T;2;5XG-SM;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;ST;Store objekter;;5XG-ST;0;0;5XG-ST_0;0;B/A8/T;2;5XG-ST;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;ST;Store objekter;;5XG-ST;0 – 1/16;1;5XG-ST_1;0 – 1/16;B/A8/T;2;5XG-ST;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;ST;Store objekter;;5XG-ST;1/16 - 1/2;2;5XG-ST_2;1/16 - 1/2;B/A8/T;2;5XG-ST;Trinn
5;Menneskeskapte objekter;XG;Annen løs gjenstand;ST;Store objekter;;5XG-ST;>1/2;3;5XG-ST_3;>1/2;B/A8/T;2;5XG-ST;Trinn